objectid,format,filename,title,description,latitude,longitude,source,identifier,type,language,rights,rightsstatement,youtubeid,vimeoid,creator,date,subject,location
coll001,image/jpeg,test001.jpg,Biblioteca del Dipartimento di Scienze Musicologiche e Paleografico - Filologiche dell'Università degli Studi di Pavia,,45.13963317871094,10.016303062438965,,,,,,,,,,,,
coll002,image/jpeg,test002.jpg,Biblioteca del Dipartimento di Scienze Musicologiche e Paleografico - Filologiche dell'Università degli Studi di Pavia,,45.13965606689453,10.016386032104492,,,,,,,,,,,,
